j_nominativ,rod,j_genitiv,j_dativ,j_akuzativ,j_vokativ,j_lokativ,j_instrumental,m_nominativ,m_genitiv,m_dativ,m_akuzativ,m_vokativ,m_lokativ,m_instrumental
supratekućina,ženski,supratekućine,supratekućini,supratekućinu,supratekućino,supratekućini,supratekućinom,supratekućine,supratekućina,supratekućinama,supratekućine,supratekućine,supratekućinama,supratekućinama
telegraf,muški,telegrafa,telegrafu,telegraf,telegrafe,telegrafu,telegrafom,telegrafi,telegrafa,telegrafima,telegrafe,telegrafi,telegrafima,telegrafima
Talijanac,muški,Talijanca,Talijancu,Talijanca,Talijanče,Talijancu,Talijancem,Talijanci,Talijanaca,Talijancima,Talijance,Talijanci,Talijancima,Talijancima
tekućina,ženski,tekućine,tekućini,tekućinu,tekućino,tekućinu,tekućinom,tekućine,tekućina,tekućinama,tekućine,tekućine,tekućinama,tekućinama
telegrafistica,ženski,telegrafistice,telegrafistici,telegrafisticu,telegrafistice,telegrafistici,telegrafisticom,telegrafistice,telegrafistica,telegrafisticama,telegrafistice,telegrafistice,telegrafisticama,telegrafisticama
teflon,muški,teflona,teflonu,teflon,teflone,teflonu,teflonom,tefloni,teflona,teflonima,teflone,tefloni,teflonima,teflonima
telegrafist,muški,telegrafista,telegrafistu,telegrafista,telegrafiste,telegrafistu,telegrafistom,telegrafisti,telegrafista,telegrafistima,telegrafiste,telegrafisti,telegrafistima,telegrafistima
telegrafija,ženski,telegrafije,telegrafiji,telegrafiju,telegrafijo,telegrafiji,telegrafijom,telegrafije,telegrafija,telegrafijama,telegrafije,telegrafije,telegrafijama,telegrafijama
tehnecij,muški,tehnecija,tehneciju,tehnecij,tehneciju,tehneciju,tehnecijem,tehneciji,tehnecija,tehnecijima,tehnecije,tehneciji,tehnecijima,tehnecijima
terbij,muški,terbija,terbiju,terbij,terbiju,terbiju,terbijem,terbiji,terbija,terbijima,terbije,terbiji,terbijima,terbijima
topništvo,srednji,topništva,topništvu,topništvo,topništvo,topništvu,topništvom,topništva,topništava,topništvima,topništva,topništva,topništvima,topništvima
traven,muški,travna,travnu,traven,travne,travnu,travnom,travni,travena,travnima,travne,travni,travnima,travnima
tridimit,muški,tridimita,tridimitu,tridimit,tridimite,tridimitu,tridimitom,tridimiti,tridimita,tridimitima,tridimite,tridimiti,tridimitima,tridimitima
trosložica,ženski,trosložice,trosložicu,trosložici,trosložice,trosložicu,trosložicom,trosložici,trosložica,trosložicama,trosložice,trosložici,trosložicama,trosložicama
titanij,muški,titanija,titaniju,titanij,titaniju,titaniju,titanijem,titaniji,titanija,titanijima,titanije,titaniji,titanijima,titanijima
trioksid,muški,trioksida,trioksidu,trioksid,triokside,trioksidu,trioksidom,trioksidi,trioksida,trioksidima,triokside,trioksidi,trioksidima,trioksidima
tipkovnica,ženski,tipkovnice,tipkovnicu,tipkovnici,tipkovnice,tipkovnicu,tipkovnicom,tipkovnici,tipkovnica,tipkovnicama,tipkovnice,tipkovnici,tipkovnicama,tipkovnicama
torij,muški,torija,toriju,torij,toriju,toriju,torijem,toriji,torija,torijima,torije,toriji,torijima,torijima
trimiks,muški,trimiksa,trimiksu,trimiks,trimikse,trimiksu,trimiksom,trimiksi,trimiksa,trimiksima,trimikse,trimiksi,trimiksima,trimiksima
tvornik,muški,tvornika,tvorniku,tvornik,tvorniče,tvorniku,tvornikom,tvornici,tvornika,tvornicima,tvornike,tvornici,tvornicima,tvornicima
unbibij,muški,unbibija,unbibiju,unbibij,unbibiju,unbibiju,unbibijem,unbibiji,unbibija,unbibijima,unbibije,unbibiji,unbibijima,unbibijima
tulij,muški,tulija,tuliju,tulij,tuliju,tuliju,tulijem,tuliji,tulija,tulijima,tulije,tuliji,tulijima,tulijima
unbiheksij,muški,unbiheksija,unbiheksiju,unbiheksij,unbiheksiju,unbiheksiju,unbiheksijem,unbiheksiji,unbiheksija,unbiheksijima,unbiheksije,unbiheksiji,unbiheksijima,unbiheksijima
unbikvadij,muški,unbikvadija,unbikvadiju,unbikvadij,unbikvadiju,unbikvadiju,unbikvadijem,unbikvadiji,unbikvadija,unbikvadijima,unbikvadije,unbikvadiji,unbikvadijima,unbikvadijima
unbinilij,muški,unbinilija,unbiniliju,unbinilij,unbiniliju,unbiniliju,unbinilijem,unbiniliji,unbinilija,unbinilijima,unbinilije,unbiniliji,unbinilijima,unbinilijima
unbioktij,muški,unbioktija,unbioktiju,unbioktij,unbioktiju,unbioktiju,unbioktijem,unbioktiji,unbioktija,unbioktijima,unbioktije,unbioktiji,unbioktijima,unbioktijima
unbipentij,muški,unbipentija,unbipentiju,unbipentij,unbipentiju,unbipentiju,unbipentijem,unbipentiji,unbipentija,unbipentijima,unbipentije,unbipentiji,unbipentijima,unbipentijima
unbiseptij,muški,unbiseptija,unbiseptiju,unbiseptij,unbiseptiju,unbiseptiju,unbiseptijem,unbiseptiji,unbiseptija,unbiseptijima,unbiseptije,unbiseptiji,unbiseptijima,unbiseptijima
unbitrij,muški,unbitrija,unbitriju,unbitrij,unbitriju,unbitriju,unbitrijem,unbitriji,unbitrija,unbitrijima,unbitrije,unbitriji,unbitrijima,unbitrijima
unbiunij,muški,unbiunija,unbiuniju,unbiunij,unbiuniju,unbiuniju,unbiunijem,unbiuniji,unbiunija,unbiunijima,unbiunije,unbiuniji,unbiunijima,unbiunijima
unheksbij,muški,unheksbija,unheksbiju,unheksbij,unheksbiju,unheksbiju,unheksbijem,unheksbiji,unheksbija,unheksbijima,unheksbije,unheksbiji,unheksbijima,unheksbijima
unheksenij,muški,unheksenija,unhekseniju,unheksenij,unhekseniju,unhekseniju,unheksenijem,unhekseniji,unheksenija,unheksenijima,unheksenije,unhekseniji,unheksenijima,unheksenijima
unheksheksij,muški,unheksheksija,unheksheksiju,unheksheksij,unheksheksiju,unheksheksiju,unheksheksijem,unheksheksiji,unheksheksija,unheksheksijima,unheksheksije,unheksheksiji,unheksheksijima,unheksheksijima
unheksnilij,muški,unheksnilija,unheksniliju,unheksnilij,unheksniliju,unheksniliju,unheksnilijem,unheksniliji,unheksnilija,unheksnilijima,unheksnilije,unheksniliji,unheksnilijima,unheksnilijima
unheksoktij,muški,unheksoktija,unheksoktiju,unheksoktij,unheksoktiju,unheksoktiju,unheksoktijem,unheksoktiji,unheksoktija,unheksoktijima,unheksoktije,unheksoktiji,unheksoktijima,unheksoktijima
unhekspentij,muški,unhekspentija,unhekspentiju,unhekspentij,unhekspentiju,unhekspentiju,unhekspentijem,unhekspentiji,unhekspentija,unhekspentijima,unhekspentije,unhekspentiji,unhekspentijima,unhekspentijima
unheksseptij,muški,unheksseptija,unheksseptiju,unheksseptij,unheksseptiju,unheksseptiju,unheksseptijem,unheksseptiji,unheksseptija,unheksseptijima,unheksseptije,unheksseptiji,unheksseptijima,unheksseptijima
unhekstrij,muški,unhekstrija,unhekstriju,unhekstrij,unhekstriju,unhekstriju,unhekstrijem,unhekstriji,unhekstrija,unhekstrijima,unhekstrije,unhekstriji,unhekstrijima,unhekstrijima
unheksunij,muški,unheksunija,unheksuniju,unheksunij,unheksuniju,unheksuniju,unheksunijem,unheksuniji,unheksunija,unheksunijima,unheksunije,unheksuniji,unheksunijima,unheksunijima
unkvadbij,muški,unkvadbija,unkvadbiju,unkvadbij,unkvadbiju,unkvadbiju,unkvadbijem,unkvadbiji,unkvadbija,unkvadbijima,unkvadbije,unkvadbiji,unkvadbijima,unkvadbijima
unkvadenij,muški,unkvadenija,unkvadeniju,unkvadenij,unkvadeniju,unkvadeniju,unkvadenijem,unkvadeniji,unkvadenija,unkvadenijima,unkvadenije,unkvadeniji,unkvadenijima,unkvadenijima
unkvadheksij,muški,unkvadheksija,unkvadheksiju,unkvadheksij,unkvadheksiju,unkvadheksiju,unkvadheksijem,unkvadheksiji,unkvadheksija,unkvadheksijima,unkvadheksije,unkvadheksiji,unkvadheksijima,unkvadheksijima
unkvadkvadij,muški,unkvadkvadija,unkvadkvadiju,unkvadkvadij,unkvadkvadiju,unkvadkvadiju,unkvadkvadijem,unkvadkvadiji,unkvadkvadija,unkvadkvadijima,unkvadkvadije,unkvadkvadiji,unkvadkvadijima,unkvadkvadijima
unkvadnilij,muški,unkvadnilija,unkvadniliju,unkvadnilij,unkvadniliju,unkvadniliju,unkvadnilijem,unkvadniliji,unkvadnilija,unkvadnilijima,unkvadnilije,unkvadniliji,unkvadnilijima,unkvadnilijima
unkvadoktij,muški,unkvadoktija,unkvadoktiju,unkvadoktij,unkvadoktiju,unkvadoktiju,unkvadoktijem,unkvadoktiji,unkvadoktija,unkvadoktijima,unkvadoktije,unkvadoktiji,unkvadoktijima,unkvadoktijima
unkvadseptij,muški,unkvadseptija,unkvadseptiju,unkvadseptij,unkvadseptiju,unkvadseptiju,unkvadseptijem,unkvadseptiji,unkvadseptija,unkvadseptijima,unkvadseptije,unkvadseptiji,unkvadseptijima,unkvadseptijima
unkvadtrij,muški,unkvadtrija,unkvadtriju,unkvadtrij,unkvadtriju,unkvadtriju,unkvadtrijem,unkvadtriji,unkvadtrija,unkvadtrijima,unkvadtrije,unkvadtriji,unkvadtrijima,unkvadtrijima
unkvadunij,muški,unkvadunija,unkvaduniju,unkvadunij,unkvaduniju,unkvaduniju,unkvadunijem,unkvaduniji,unkvadunija,unkvadunijima,unkvadunije,unkvaduniji,unkvadunijima,unkvadunijima
unpentbij,muški,unpentbija,unpentbiju,unpentbij,unpentbiju,unpentbiju,unpentbijem,unpentbiji,unpentbija,unpentbijima,unpentbije,unpentbiji,unpentbijima,unpentbijima
unpentenij,muški,unpentenija,unpenteniju,unpentenij,unpenteniju,unpenteniju,unpentenijem,unpenteniji,unpentenija,unpentenijima,unpentenije,unpenteniji,unpentenijima,unpentenijima
unpentheksij,muški,unpentheksija,unpentheksiju,unpentheksij,unpentheksiju,unpentheksiju,unpentheksijem,unpentheksiji,unpentheksija,unpentheksijima,unpentheksije,unpentheksiji,unpentheksijima,unpentheksijima
unpentkvadij,muški,unpentkvadija,unpentkvadiju,unpentkvadij,unpentkvadiju,unpentkvadiju,unpentkvadijem,unpentkvadiji,unpentkvadija,unpentkvadijima,unpentkvadije,unpentkvadiji,unpentkvadijima,unpentkvadijima
unpentnilij,muški,unpentnilija,unpentniliju,unpentnilij,unpentniliju,unpentniliju,unpentnilijem,unpentniliji,unpentnilija,unpentnilijima,unpentnilije,unpentniliji,unpentnilijima,unpentnilijima
unnilkvadij,muški,unnilkvadija,unnilkvadiju,unnilkvadij,unnilkvadiju,unnilkvadiju,unnilkvadijem,unnilkvadiji,unnilkvadija,unnilkvadijima,unnilkvadije,unnilkvadiji,unnilkvadijima,unnilkvadijima
unnilpentij,muški,unnilpentija,unnilpentiju,unnilpentij,unnilpentiju,unnilpentiju,unnilpentijem,unnilpentiji,unnilpentija,unnilpentijima,unnilpentije,unnilpentiji,unnilpentijima,unnilpentijima
unpentoktij,muški,unpentoktija,unpentoktiju,unpentoktij,unpentoktiju,unpentoktiju,unpentoktijem,unpentoktiji,unpentoktija,unpentoktijima,unpentoktije,unpentoktiji,unpentoktijima,unpentoktijima
unpentpentij,muški,unpentpentija,unpentpentiju,unpentpentij,unpentpentiju,unpentpentiju,unpentpentijem,unpentpentiji,unpentpentija,unpentpentijima,unpentpentije,unpentpentiji,unpentpentijima,unpentpentijima
unpentseptij,muški,unpentseptija,unpentseptiju,unpentseptij,unpentseptiju,unpentseptiju,unpentseptijem,unpentseptiji,unpentseptija,unpentseptijima,unpentseptije,unpentseptiji,unpentseptijima,unpentseptijima
unpenttrij,muški,unpenttrija,unpenttriju,unpenttrij,unpenttriju,unpenttriju,unpenttrijem,unpenttriji,unpenttrija,unpenttrijima,unpenttrije,unpenttriji,unpenttrijima,unpenttrijima
unpentunij,muški,unpentunija,unpentuniju,unpentunij,unpentuniju,unpentuniju,unpentunijem,unpentuniji,unpentunija,unpentunijima,unpentunije,unpentuniji,unpentunijima,unpentunijima
unseptbij,muški,unseptbija,unseptbiju,unseptbij,unseptbiju,unseptbiju,unseptbijem,unseptbiji,unseptbija,unseptbijima,unseptbije,unseptbiji,unseptbijima,unseptbijima
unseptnilij,muški,unseptnilija,unseptniliju,unseptnilij,unseptniliju,unseptniliju,unseptnilijem,unseptniliji,unseptnilija,unseptnilijima,unseptnilije,unseptniliji,unseptnilijima,unseptnilijima
unsepttrij,muški,unsepttrija,unsepttriju,unsepttrij,unsepttriju,unsepttriju,unsepttrijem,unsepttriji,unsepttrija,unsepttrijima,unsepttrije,unsepttriji,unsepttrijima,unsepttrijima
unseptunij,muški,unseptunija,unseptuniju,unseptunij,unseptuniju,unseptuniju,unseptunijem,unseptuniji,unseptunija,unseptunijima,unseptunije,unseptuniji,unseptunijima,unseptunijima
untriheksij,muški,untriheksija,untriheksiju,untriheksij,untriheksiju,untriheksiju,untriheksijem,untriheksiji,untriheksija,untriheksijima,untriheksije,untriheksiji,untriheksijima,untriheksijima
untrikvadij,muški,untrikvadija,untrikvadiju,untrikvadij,untrikvadiju,untrikvadiju,untrikvadijem,untrikvadiji,untrikvadija,untrikvadijima,untrikvadije,untrikvadiji,untrikvadijima,untrikvadijima
untrinilij,muški,untrinilija,untriniliju,untrinilij,untriniliju,untriniliju,untrinilijem,untriniliji,untrinilija,untrinilijima,untrinilije,untriniliji,untrinilijima,untrinilijima
untrioktij,muški,untrioktija,untrioktiju,untrioktij,untrioktiju,untrioktiju,untrioktijem,untrioktiji,untrioktija,untrioktijima,untrioktije,untrioktiji,untrioktijima,untrioktijima
untripentij,muški,untripentija,untripentiju,untripentij,untripentiju,untripentiju,untripentijem,untripentiji,untripentija,untripentijima,untripentije,untripentiji,untripentijima,untripentijima
untriseptij,muški,untriseptija,untriseptiju,untriseptij,untriseptiju,untriseptiju,untriseptijem,untriseptiji,untriseptija,untriseptijima,untriseptije,untriseptiji,untriseptijima,untriseptijima
untritrij,muški,untritrija,untritriju,untritrij,untritriju,untritriju,untritrijem,untritriji,untritrija,untritrijima,untritrije,untritriji,untritrijima,untritrijima
untriunij,muški,untriunija,untriuniju,untriunij,untriuniju,untriuniju,untriunijem,untriuniji,untriunija,untriunijima,untriunije,untriuniji,untriunijima,untriunijima
ununenij,muški,ununenija,ununeniju,ununenij,ununeniju,ununeniju,ununenijem,ununeniji,ununenija,ununenijima,ununenije,ununeniji,ununenijima,ununenijima
ununkvadij,muški,ununkvadija,ununkvadiju,ununkvadij,ununkvadiju,ununkvadiju,ununkvadijem,ununkvadiji,ununkvadija,ununkvadijima,ununkvadije,ununkvadiji,ununkvadijima,ununkvadijima
ununnilij,muški,ununnilija,ununniliju,ununnilij,ununniliju,ununniliju,ununnilijem,ununniliji,ununnilija,ununnilijima,ununnilije,ununniliji,ununnilijima,ununnilijima
ununoktij,muški,ununoktija,ununoktiju,ununoktij,ununoktiju,ununoktiju,ununoktijem,ununoktiji,ununoktija,ununoktijima,ununoktije,ununoktiji,ununoktijima,ununoktijima
ununseptij,muški,ununseptija,ununseptiju,ununseptij,ununseptiju,ununseptiju,ununseptijem,ununseptiji,ununseptija,ununseptijima,ununseptije,ununseptiji,ununseptijima,ununseptijima
ununtrij,muški,ununtrija,ununtriju,ununtrij,ununtriju,ununtriju,ununtrijem,ununtriji,ununtrija,ununtrijima,ununtrije,ununtriji,ununtrijima,ununtrijima
unununij,muški,unununija,unununiju,unununij,unununiju,unununiju,unununijem,unununiji,unununija,unununijima,unununije,unununiji,unununijima,unununijima
uran,muški,urana,uranu,uran,urane,uranu,uranom,urani,urana,uranima,urane,urani,uranima,uranima
uranij,muški,uranija,uraniju,uranij,uraniju,uraniju,uranijem,uraniji,uranija,uranijima,uranije,uraniji,uranijima,uranijima
uspornik,muški,uspornika,usporniku,uspornik,usporniče,usporniku,uspornikom,uspornici,uspornika,uspornicima,uspornike,uspornici,uspornicima,uspornicima
vapnik,muški,vapnika,vapniku,vapnik,vapniče,vapniku,vapnikom,vapnici,vapnika,vapnicima,vapnike,vapnici,vapnicima,vapnicima
uzmorje,srednji,uzmorja,uzmorju,uzmorje,uzmorje,uzmorju,uzmorjem,uzmorja,uzmorja,uzmorjima,uzmorja,uzmorja,uzmorjima,uzmorjima
usmjerivač,muški,usmjerivača,usmjerivaču,usmjerivač,usmjerivaču,usmjerivaču,usmjerivačem,usmjerivači,usmjerivača,usmjerivačima,usmjerivače,usmjerivači,usmjerivačima,usmjerivačima
usmjernik,muški,usmjernika,usmjerniku,usmjernik,usmjerniče,usmjerniku,usmjernikom,usmjernici,usmjernika,usmjernicima,usmjernike,usmjernici,usmjernicima,usmjernicima
vaterit,muški,vaterita,vateritu,vaterit,vaterite,vateritu,vateritom,vateriti,vaterita,vateritima,vaterite,vateriti,vateritima,vateritima
vanadij,muški,vanadija,vanadiju,vanadij,vanadiju,vanadiju,vanadijem,vanadiji,vanadija,vanadijima,vanadije,vanadiji,vanadijima,vanadijima
vino,srednji,vina,vinu,vino,vino,vinu,vinom,vina,vina,vinima,vina,vina,vinima,vinima
vinobran,muški,vinobrana,vinobranu,vinobran,vinobrane,vinobranu,vinobranom,vinobrani,vinobrana,vinobranima,vinobrane,vinobrani,vinobranima,vinobranima
višesložica,ženski,višesložice,višesložicu,višesložici,višesložice,višesložicu,višesložicom,višesložici,višesložica,višesložicama,višesložice,višesložici,višesložicama,višesložicama
viceadmiral,muški,viceadmirala,viceadmiralu,viceadmiral,viceadmirale,viceadmiralu,viceadmiralom,viceadmirali,viceadmirala,viceadmiralima,viceadmirale,viceadmirali,viceadmiralima,viceadmiralima
veljača,ženski,veljače,veljači,veljaču,veljačo,veljači,veljačom,veljače,veljača,veljačama,veljače,veljače,veljačama,veljačama
voće,srednji,voća,voću,voće,voće,voću,voćem,voća,voća,voćima,voća,voća,voćima,voćima
vukovica,ženski,vukovice,vukovicu,vukovici,vukovice,vukovicu,vukovicom,vukovici,vukovica,vukovicama,vukovice,vukovici,vukovicama,vukovicama
vosak,muški,voska,vosku,vosak,vosče,vosku,voskom,vosci,vosaka,voscima,voske,vosci,voscima,voscima
vukopis,muški,vukopisa,vukopisu,vukopis,vukopise,vukopisu,vukopisom,vukopisi,vukopisa,vukopisima,vukopise,vukopisi,vukopisima,vukopisima
zovnik,muški,zovnika,zovniku,zovnik,zovniče,zovniku,zovnikom,zovnici,zovnika,zovnicima,zovnike,zovnici,zovnicima,zovnicima
zemljopis,muški,zemljopisa,zemljopisu,zemljopis,zemljopise,zemljopisu,zemljopisom,zemljopisi,zemljopisa,zemljopisima,zemljopise,zemljopisi,zemljopisima,zemljopisima
zrakoplov,muški,zrakoplova,zrakoplovu,zrakoplov,zrakoplove,zrakoplovu,zrakoplovom,zrakoplovi,zrakoplova,zrakoplovima,zrakoplove,zrakoplovi,zrakoplovima,zrakoplovima
zemljopisac,muški,zemljopisca,zemljopiscu,zemljopisca,zemljopišče,zemljopiscu,zemljopiscem,zemljopisci,zemljopisaca,zemljopiscima,zemljopisce,zemljopisci,zemljopiscima,zemljopiscima
zemljoslovlje,srednji,zemljoslovlja,zemljoslovlju,zemljoslovlje,zemljoslovlje,zemljoslovlju,zemljoslovljem,zemljoslovlja,zemljoslovlja,zemljoslovljima,zemljoslovlja,zemljoslovlja,zemljoslovljima,zemljoslovljima
četverosložica,ženski,četverosložice,četverosložicu,četverosložici,četverosložice,četverosložicu,četverosložicom,četverosložici,četverosložica,četverosložicama,četverosložice,četverosložici,četverosložicama,četverosložicama
tegljač,muški,tegljača,tegljaču,tegljač,tegljaču,tegljaču,tegljačem,tegljači,tegljača,tegljačima,tegljače,tegljači,tegljačima,tegljačima
žena,ženski,žene,ženi,ženu,ženo,ženi,ženom,žene,žena,ženama,žene,žene,ženama,ženama
žetvaj,muški,žetvaja,žetvaju,žetvaj,žetvaje,žetvaju,žetvajom,žetvaji,žetvaja,žetvajima,žetvaje,žetvaji,žetvajima,žetvajima
antimon,muški,antimona,antimonu,antimon,antimone,antimonu,antimonom,antimoni,antimona,antimonima,antimone,antimoni,antimonima,antimonima
antonščak,muški,antonščaka,antonščaku,antonščak,antonščače,antonščaku,antonščakom,antonščaci,antonščaka,antonščacima,antonščake,antonščaci,antonščacima,antonščacima
desetnik,muški,desetnika,desetniku,desetnik,desetniče,desetniku,desetnikom,desetnici,desetnika,desetnicima,desetnike,desetnici,desetnicima,desetnicima
generalfeldmaršal,muški,generalfeldmaršala,generalfeldmaršalu,generalfeldmaršal,generalfeldmaršale,generalfeldmaršalu,generalfeldmaršalom,generalfeldmaršali,generalfeldmaršala,generalfeldmaršalima,generalfeldmaršale,generalfeldmaršali,generalfeldmaršalima,generalfeldmaršalima
seaborgij,muški,seaborgija,seaborgiju,seaborgij,seaborgiju,seaborgiju,seaborgijem,seaborgiji,seaborgija,seaborgijima,seaborgije,seaborgiji,seaborgijima,seaborgijima
straničnik,muški,straničnika,straničniku,straničnik,straničniče,straničniku,straničnikom,straničnici,straničnika,straničnicima,straničnike,straničnici,straničnicima,straničnicima
talij,muški,talija,taliju,talij,taliju,taliju,talijem,taliji,talija,talijima,talije,taliji,talijima,talijima
titan,muški,titana,titanu,titan,titane,titanu,titanom,titani,titana,titanima,titane,titani,titanima,titanima
unnilenij,muški,unnilenija,unnileniju,unnilenij,unnileniju,unnileniju,unnilenijem,unnileniji,unnilenija,unnilenijima,unnilenije,unnileniji,unnilenijima,unnilenijima
